,detail_id,transaction_id,item_id,quantity
1879,1879,T0000001896,S004,1
1880,1880,T0000001897,S001,3
1881,1881,T0000001898,S005,1
1882,1882,T0000001899,S005,1
1883,1883,T0000001899,S005,1
1884,1884,T0000001900,S005,1
1885,1885,T0000001901,S001,1
1886,1886,T0000001902,S004,1
1887,1887,T0000001903,S001,1
1888,1888,T0000001904,S001,1
1889,1889,T0000001905,S004,1
1890,1890,T0000001906,S001,1
1891,1891,T0000001907,S002,1
1892,1892,T0000001908,S005,1
1893,1893,T0000001909,S003,2
1894,1894,T0000001910,S002,1
1895,1895,T0000001911,S005,1
1896,1896,T0000001912,S005,1
1897,1897,T0000001913,S005,1
1898,1898,T0000001914,S002,1
1899,1899,T0000001915,S003,1
1900,1900,T0000001916,S005,1
1901,1901,T0000001917,S003,1
1902,1902,T0000001918,S005,1
1903,1903,T0000001919,S002,1
1904,1904,T0000001920,S003,1
1905,1905,T0000001921,S003,1
1906,1906,T0000001922,S004,1
1907,1907,T0000001922,S002,1
1908,1908,T0000001923,S005,1
1909,1909,T0000001924,S001,1
1910,1910,T0000001925,S004,1
1911,1911,T0000001926,S004,1
1912,1912,T0000001927,S004,1
1913,1913,T0000001928,S003,1
1914,1914,T0000001929,S002,1
1915,1915,T0000001930,S001,1
1916,1916,T0000001931,S004,1
1917,1917,T0000001931,S005,1
1918,1918,T0000001932,S001,1
1919,1919,T0000001933,S003,1
1920,1920,T0000001934,S005,1
1921,1921,T0000001935,S005,1
1922,1922,T0000001936,S001,1
1923,1923,T0000001937,S005,1
1924,1924,T0000001938,S005,1
1925,1925,T0000001939,S005,1
1926,1926,T0000001940,S001,1
1927,1927,T0000001941,S001,1
1928,1928,T0000001941,S001,1
1929,1929,T0000001942,S002,1
1930,1930,T0000001943,S005,1
1931,1931,T0000001943,S005,1
1932,1932,T0000001944,S001,1
1933,1933,T0000001945,S005,1
1934,1934,T0000001946,S005,1
1935,1935,T0000001947,S001,1
1936,1936,T0000001948,S005,1
1937,1937,T0000001949,S003,1
1938,1938,T0000001950,S001,1
1939,1939,T0000001951,S003,1
1940,1940,T0000001952,S001,1
1941,1941,T0000001953,S004,1
1942,1942,T0000001954,S004,1
1943,1943,T0000001955,S001,1
1944,1944,T0000001956,S001,1
1945,1945,T0000001957,S005,1
1946,1946,T0000001958,S001,1
1947,1947,T0000001959,S001,1
1948,1948,T0000001960,S004,1
1949,1949,T0000001961,S005,1
1950,1950,T0000001962,S005,1
1951,1951,T0000001963,S001,1
1952,1952,T0000001964,S005,1
1953,1953,T0000001965,S005,1
1954,1954,T0000001966,S005,1
1955,1955,T0000001967,S002,1
1956,1956,T0000001968,S002,2
1957,1957,T0000001969,S002,2
1958,1958,T0000001970,S002,1
1959,1959,T0000001971,S002,1
1960,1960,T0000001972,S005,1
1961,1961,T0000001973,S005,1
1962,1962,T0000001974,S001,1
1963,1963,T0000001975,S004,1
1964,1964,T0000001976,S002,1
1965,1965,T0000001977,S002,1
1966,1966,T0000001978,S002,1
1967,1967,T0000001979,S004,1
1968,1968,T0000001980,S001,1
1969,1969,T0000001981,S005,1
1970,1970,T0000001982,S002,1
1971,1971,T0000001982,S005,1
1972,1972,T0000001983,S003,1
1973,1973,T0000001984,S003,1
1974,1974,T0000001985,S005,2
1975,1975,T0000001986,S003,1
1976,1976,T0000001987,S003,1
1977,1977,T0000001988,S002,2
1978,1978,T0000001989,S001,2
1979,1979,T0000001990,S001,2
1980,1980,T0000001991,S004,1
1981,1981,T0000001992,S004,1
1982,1982,T0000001993,S002,1
1983,1983,T0000001994,S005,1
1984,1984,T0000001995,S005,1
1985,1985,T0000001996,S004,1
1986,1986,T0000001997,S003,1
1987,1987,T0000001998,S002,1
1988,1988,T0000001999,S002,1
1989,1989,T0000002000,S003,1
1990,1990,T0000002001,S003,1
1991,1991,T0000002002,S001,2
1992,1992,T0000002003,S001,1
1993,1993,T0000002004,S003,1
1994,1994,T0000002005,S001,1
1995,1995,T0000002006,S002,3
1996,1996,T0000002007,S005,1
1997,1997,T0000002008,S004,1
1998,1998,T0000002009,S002,1
1999,1999,T0000002010,S001,1
2000,2000,T0000002011,S004,1
2001,2001,T0000002012,S005,1
2002,2002,T0000002013,S004,1
2003,2003,T0000002014,S002,3
2004,2004,T0000002015,S003,1
2005,2005,T0000002016,S001,1
2006,2006,T0000002017,S004,1
2007,2007,T0000002018,S002,1
2008,2008,T0000002019,S005,1
2009,2009,T0000002020,S001,1
2010,2010,T0000002021,S003,1
2011,2011,T0000002022,S005,1
2012,2012,T0000002023,S005,1
2013,2013,T0000002024,S002,1
2014,2014,T0000002024,S001,1
2015,2015,T0000002025,S005,1
2016,2016,T0000002026,S005,1
2017,2017,T0000002027,S005,1
2018,2018,T0000002028,S001,2
2019,2019,T0000002029,S001,1
2020,2020,T0000002030,S001,1
2021,2021,T0000002031,S005,1
2022,2022,T0000002032,S001,1
2023,2023,T0000002033,S004,1
2024,2024,T0000002034,S003,1
2025,2025,T0000002035,S002,3
2026,2026,T0000002036,S001,1
2027,2027,T0000002037,S001,1
2028,2028,T0000002038,S003,1
2029,2029,T0000002039,S005,1
2030,2030,T0000002040,S005,1
2031,2031,T0000002041,S002,3
2032,2032,T0000002042,S002,1
2033,2033,T0000002043,S004,1
2034,2034,T0000002044,S001,1
2035,2035,T0000002045,S004,1
2036,2036,T0000002046,S001,3
2037,2037,T0000002047,S002,1
2038,2038,T0000002048,S001,1
2039,2039,T0000002049,S001,1
2040,2040,T0000002050,S002,1
2041,2041,T0000002051,S004,2
2042,2042,T0000002052,S005,1
2043,2043,T0000002053,S003,1
2044,2044,T0000002054,S001,1
2045,2045,T0000002055,S001,2
2046,2046,T0000002056,S002,1
2047,2047,T0000002057,S001,1
2048,2048,T0000002058,S001,1
2049,2049,T0000002059,S001,2
2050,2050,T0000002060,S005,1
2051,2051,T0000002061,S004,1
2052,2052,T0000002062,S001,1
2053,2053,T0000002063,S004,1
2054,2054,T0000002064,S004,1
2055,2055,T0000002065,S001,1
2056,2056,T0000002066,S003,1
2057,2057,T0000002067,S001,3
2058,2058,T0000002068,S001,1
2059,2059,T0000002069,S001,1
2060,2060,T0000002070,S001,2
2061,2061,T0000002071,S002,1
2062,2062,T0000002072,S005,1
2063,2063,T0000002073,S001,2
2064,2064,T0000002074,S001,3
2065,2065,T0000002075,S005,1
2066,2066,T0000002076,S005,1
2067,2067,T0000002077,S005,1
2068,2068,T0000002078,S001,1
2069,2069,T0000002079,S002,1
2070,2070,T0000002080,S001,1
2071,2071,T0000002081,S005,1
2072,2072,T0000002082,S002,1
2073,2073,T0000002083,S003,1
2074,2074,T0000002084,S005,1
2075,2075,T0000002085,S004,1
2076,2076,T0000002086,S003,1
2077,2077,T0000002087,S005,1
2078,2078,T0000002088,S005,1
2079,2079,T0000002089,S002,1
2080,2080,T0000002090,S001,1
2081,2081,T0000002091,S002,1
2082,2082,T0000002092,S001,2
2083,2083,T0000002093,S001,1
2084,2084,T0000002094,S003,2
2085,2085,T0000002095,S002,1
2086,2086,T0000002096,S005,1
2087,2087,T0000002097,S004,1
2088,2088,T0000002098,S005,1
2089,2089,T0000002099,S003,1
2090,2090,T0000002100,S005,1
2091,2091,T0000002101,S005,1
2092,2092,T0000002102,S002,1
2093,2093,T0000002103,S001,1
2094,2094,T0000002104,S005,1
2095,2095,T0000002105,S003,1
2096,2096,T0000002106,S001,1
2097,2097,T0000002107,S001,1
2098,2098,T0000002108,S003,1
2099,2099,T0000002109,S004,1
2100,2100,T0000002110,S001,2
2101,2101,T0000002111,S005,1
2102,2102,T0000002112,S001,1
2103,2103,T0000002113,S004,1
2104,2104,T0000002114,S005,1
2105,2105,T0000002115,S003,2
2106,2106,T0000002116,S004,1
2107,2107,T0000002117,S005,1
2108,2108,T0000002118,S004,1
2109,2109,T0000002119,S005,1
2110,2110,T0000002120,S001,1
2111,2111,T0000002121,S005,1
2112,2112,T0000002122,S002,2
2113,2113,T0000002123,S001,1
2114,2114,T0000002124,S002,1
2115,2115,T0000002125,S005,1
2116,2116,T0000002125,S001,1
2117,2117,T0000002126,S005,1
2118,2118,T0000002127,S002,1
2119,2119,T0000002128,S005,1
2120,2120,T0000002129,S002,2
2121,2121,T0000002130,S001,3
2122,2122,T0000002131,S002,1
2123,2123,T0000002132,S005,1
2124,2124,T0000002133,S004,1
2125,2125,T0000002134,S005,2
2126,2126,T0000002135,S002,1
2127,2127,T0000002136,S005,1
2128,2128,T0000002137,S001,1
2129,2129,T0000002138,S001,1
2130,2130,T0000002139,S001,1
2131,2131,T0000002140,S004,1
2132,2132,T0000002141,S001,1
2133,2133,T0000002142,S004,1
2134,2134,T0000002143,S001,1
2135,2135,T0000002144,S004,1
2136,2136,T0000002145,S002,2
2137,2137,T0000002146,S003,1
2138,2138,T0000002147,S004,1
2139,2139,T0000002148,S001,2
2140,2140,T0000002149,S001,1
2141,2141,T0000002150,S003,1
2142,2142,T0000002151,S004,1
2143,2143,T0000002152,S001,4
2144,2144,T0000002153,S001,1
2145,2145,T0000002154,S005,1
2146,2146,T0000002155,S001,1
2147,2147,T0000002156,S001,1
2148,2148,T0000002157,S001,1
2149,2149,T0000002158,S005,1
2150,2150,T0000002159,S005,1
2151,2151,T0000002160,S004,1
2152,2152,T0000002161,S002,1
2153,2153,T0000002162,S005,1
2154,2154,T0000002163,S001,1
2155,2155,T0000002164,S001,3
2156,2156,T0000002165,S005,1
2157,2157,T0000002166,S004,1
2158,2158,T0000002167,S005,1
2159,2159,T0000002168,S004,1
2160,2160,T0000002169,S001,1
2161,2161,T0000002170,S005,1
2162,2162,T0000002171,S002,1
2163,2163,T0000002172,S005,1
2164,2164,T0000002173,S005,1
2165,2165,T0000002174,S002,1
2166,2166,T0000002174,S005,1
2167,2167,T0000002175,S001,1
2168,2168,T0000002176,S001,1
2169,2169,T0000002177,S001,1
2170,2170,T0000002178,S005,1
2171,2171,T0000002179,S001,1
2172,2172,T0000002180,S005,1
2173,2173,T0000002181,S005,1
2174,2174,T0000002182,S003,1
2175,2175,T0000002183,S002,1
2176,2176,T0000002184,S002,1
2177,2177,T0000002185,S002,1
2178,2178,T0000002186,S003,1
2179,2179,T0000002187,S002,1
2180,2180,T0000002187,S005,1
2181,2181,T0000002188,S005,1
2182,2182,T0000002189,S001,2
2183,2183,T0000002190,S005,1
2184,2184,T0000002191,S002,2
2185,2185,T0000002192,S001,3
2186,2186,T0000002193,S002,2
2187,2187,T0000002194,S001,2
2188,2188,T0000002195,S005,1
2189,2189,T0000002196,S004,1
2190,2190,T0000002197,S005,1
2191,2191,T0000002198,S001,1
2192,2192,T0000002199,S001,1
2193,2193,T0000002200,S001,1
2194,2194,T0000002201,S004,1
2195,2195,T0000002202,S005,1
2196,2196,T0000002203,S001,3
2197,2197,T0000002204,S003,1
2198,2198,T0000002205,S001,1
2199,2199,T0000002206,S001,1
2200,2200,T0000002207,S001,2
2201,2201,T0000002208,S004,1
2202,2202,T0000002209,S005,1
2203,2203,T0000002210,S001,4
2204,2204,T0000002211,S001,1
2205,2205,T0000002212,S003,2
2206,2206,T0000002213,S001,1
2207,2207,T0000002214,S002,1
2208,2208,T0000002215,S005,1
2209,2209,T0000002216,S004,1
2210,2210,T0000002216,S002,1
2211,2211,T0000002217,S004,1
2212,2212,T0000002218,S005,1
2213,2213,T0000002219,S004,1
2214,2214,T0000002220,S003,1
2215,2215,T0000002221,S001,2
2216,2216,T0000002222,S005,1
2217,2217,T0000002222,S002,1
2218,2218,T0000002223,S001,1
2219,2219,T0000002224,S004,1
2220,2220,T0000002225,S002,1
2221,2221,T0000002226,S005,1
2222,2222,T0000002227,S005,1
2223,2223,T0000002228,S002,1
2224,2224,T0000002229,S001,4
2225,2225,T0000002230,S001,1
2226,2226,T0000002231,S005,1
2227,2227,T0000002232,S001,1
2228,2228,T0000002233,S002,1
2229,2229,T0000002234,S004,1
2230,2230,T0000002235,S004,1
2231,2231,T0000002236,S001,1
2232,2232,T0000002237,S002,1
2233,2233,T0000002238,S001,1
2234,2234,T0000002239,S002,1
2235,2235,T0000002240,S002,1
2236,2236,T0000002241,S001,2
2237,2237,T0000002242,S002,3
2238,2238,T0000002243,S002,1
2239,2239,T0000002244,S005,1
2240,2240,T0000002245,S005,1
2241,2241,T0000002246,S001,1
2242,2242,T0000002247,S005,1
2243,2243,T0000002248,S004,1
2244,2244,T0000002249,S003,1
2245,2245,T0000002250,S004,1
2246,2246,T0000002251,S002,1
2247,2247,T0000002252,S001,4
2248,2248,T0000002253,S001,1
2249,2249,T0000002254,S002,2
2250,2250,T0000002254,S003,1
2251,2251,T0000002255,S002,3
2252,2252,T0000002256,S003,1
2253,2253,T0000002257,S004,1
2254,2254,T0000002258,S004,1
2255,2255,T0000002259,S001,1
2256,2256,T0000002260,S005,1
2257,2257,T0000002261,S005,1
2258,2258,T0000002262,S001,1
2259,2259,T0000002263,S002,1
2260,2260,T0000002264,S002,2
2261,2261,T0000002265,S004,1
2262,2262,T0000002266,S004,1
2263,2263,T0000002267,S002,2
2264,2264,T0000002268,S003,1
2265,2265,T0000002269,S001,1
2266,2266,T0000002270,S005,1
2267,2267,T0000002271,S001,1
2268,2268,T0000002272,S005,1
2269,2269,T0000002273,S001,2
2270,2270,T0000002274,S001,1
2271,2271,T0000002275,S003,1
2272,2272,T0000002275,S001,1
2273,2273,T0000002276,S003,1
2274,2274,T0000002277,S001,1
2275,2275,T0000002278,S001,1
2276,2276,T0000002279,S004,1
2277,2277,T0000002280,S005,1
2278,2278,T0000002281,S001,1
2279,2279,T0000002281,S003,1
2280,2280,T0000002282,S005,1
2281,2281,T0000002283,S003,2
2282,2282,T0000002284,S001,1
2283,2283,T0000002285,S005,1
2284,2284,T0000002286,S003,1
2285,2285,T0000002287,S005,1
2286,2286,T0000002288,S005,1
2287,2287,T0000002289,S005,1
2288,2288,T0000002290,S005,1
2289,2289,T0000002291,S002,1
2290,2290,T0000002292,S004,1
2291,2291,T0000002293,S003,1
2292,2292,T0000002294,S005,1
2293,2293,T0000002294,S003,1
2294,2294,T0000002295,S005,1
2295,2295,T0000002296,S003,1
2296,2296,T0000002297,S005,1
2297,2297,T0000002298,S001,1
2298,2298,T0000002299,S002,1
2299,2299,T0000002300,S005,1
2300,2300,T0000002301,S005,1
2301,2301,T0000002302,S005,1
2302,2302,T0000002303,S001,1
2303,2303,T0000002304,S002,1
2304,2304,T0000002305,S002,2
2305,2305,T0000002306,S001,2
2306,2306,T0000002307,S002,1
2307,2307,T0000002308,S002,1
2308,2308,T0000002309,S002,1
2309,2309,T0000002310,S002,1
2310,2310,T0000002311,S004,1
2311,2311,T0000002312,S002,1
2312,2312,T0000002313,S004,1
2313,2313,T0000002314,S005,1
2314,2314,T0000002315,S005,1
2315,2315,T0000002316,S001,3
2316,2316,T0000002317,S005,1
2317,2317,T0000002318,S001,1
2318,2318,T0000002319,S001,1
2319,2319,T0000002320,S002,1
2320,2320,T0000002321,S005,1
2321,2321,T0000002322,S003,2
2322,2322,T0000002323,S002,1
2323,2323,T0000002324,S001,2
2324,2324,T0000002325,S001,4
2325,2325,T0000002326,S004,1
2326,2326,T0000002327,S002,1
2327,2327,T0000002328,S001,2
2328,2328,T0000002329,S001,1
2329,2329,T0000002330,S002,2
2330,2330,T0000002331,S005,1
2331,2331,T0000002332,S005,1
2332,2332,T0000002333,S003,1
2333,2333,T0000002334,S005,1
2334,2334,T0000002335,S004,1
2335,2335,T0000002336,S001,1
2336,2336,T0000002337,S001,1
2337,2337,T0000002338,S002,1
2338,2338,T0000002339,S002,1
2339,2339,T0000002340,S001,1
2340,2340,T0000002341,S003,2
2341,2341,T0000002342,S005,1
2342,2342,T0000002343,S004,1
2343,2343,T0000002344,S002,1
2344,2344,T0000002345,S001,1
2345,2345,T0000002346,S003,1
2346,2346,T0000002347,S003,1
2347,2347,T0000002348,S001,1
2348,2348,T0000002349,S001,1
2349,2349,T0000002350,S005,1
2350,2350,T0000002351,S001,1
2351,2351,T0000002352,S002,1
2352,2352,T0000002353,S005,1
2353,2353,T0000002354,S001,2
2354,2354,T0000002355,S004,1
2355,2355,T0000002356,S004,1
2356,2356,T0000002357,S003,1
2357,2357,T0000002358,S004,1
2358,2358,T0000002359,S005,1
2359,2359,T0000002360,S001,1
2360,2360,T0000002361,S001,2
2361,2361,T0000002362,S002,1
2362,2362,T0000002363,S004,1
2363,2363,T0000002364,S005,1
2364,2364,T0000002365,S004,1
2365,2365,T0000002366,S001,3
2366,2366,T0000002367,S001,1
2367,2367,T0000002368,S002,1
2368,2368,T0000002369,S005,1
2369,2369,T0000002370,S001,1
2370,2370,T0000002371,S003,1
2371,2371,T0000002372,S001,1
2372,2372,T0000002373,S001,1
2373,2373,T0000002374,S004,1
2374,2374,T0000002375,S001,1
2375,2375,T0000002376,S001,1
2376,2376,T0000002377,S005,1
2377,2377,T0000002378,S001,2
2378,2378,T0000002379,S004,1
2379,2379,T0000002380,S004,1
2380,2380,T0000002381,S003,1
2381,2381,T0000002382,S004,1
2382,2382,T0000002383,S004,1
2383,2383,T0000002384,S005,1
2384,2384,T0000002385,S002,1
2385,2385,T0000002386,S001,1
2386,2386,T0000002387,S005,1
2387,2387,T0000002388,S005,1
2388,2388,T0000002389,S005,1
2389,2389,T0000002390,S003,1
2390,2390,T0000002391,S002,1
2391,2391,T0000002391,S002,1
2392,2392,T0000002392,S001,2
2393,2393,T0000002393,S004,1
2394,2394,T0000002394,S002,3
2395,2395,T0000002395,S001,1
2396,2396,T0000002396,S002,1
2397,2397,T0000002397,S005,1
2398,2398,T0000002398,S003,1
2399,2399,T0000002399,S005,1
2400,2400,T0000002400,S003,1
2401,2401,T0000002401,S002,1
2402,2402,T0000002402,S001,2
2403,2403,T0000002403,S001,3
2404,2404,T0000002404,S001,1
2405,2405,T0000002405,S002,1
2406,2406,T0000002406,S002,1
2407,2407,T0000002407,S001,1
2408,2408,T0000002408,S005,1
2409,2409,T0000002409,S001,1
2410,2410,T0000002410,S001,1
2411,2411,T0000002411,S002,1
2412,2412,T0000002412,S001,1
2413,2413,T0000002413,S002,1
2414,2414,T0000002414,S003,1
2415,2415,T0000002415,S003,1
2416,2416,T0000002416,S001,1
2417,2417,T0000002417,S004,1
2418,2418,T0000002418,S002,1
2419,2419,T0000002419,S001,1
2420,2420,T0000002420,S001,1
2421,2421,T0000002421,S001,1
2422,2422,T0000002422,S002,1
2423,2423,T0000002423,S004,1
2424,2424,T0000002424,S001,1
2425,2425,T0000002424,S005,1
2426,2426,T0000002425,S005,1
2427,2427,T0000002426,S001,1
2428,2428,T0000002427,S005,1
2429,2429,T0000002428,S002,1
2430,2430,T0000002429,S001,1
2431,2431,T0000002430,S004,1
2432,2432,T0000002431,S001,1
2433,2433,T0000002432,S001,1
2434,2434,T0000002433,S004,1
2435,2435,T0000002434,S005,1
2436,2436,T0000002435,S001,1
2437,2437,T0000002436,S005,1
2438,2438,T0000002437,S002,1
2439,2439,T0000002438,S001,1
2440,2440,T0000002439,S001,1
2441,2441,T0000002440,S004,1
2442,2442,T0000002441,S001,1
2443,2443,T0000002442,S002,1
2444,2444,T0000002443,S001,1
2445,2445,T0000002444,S004,1
2446,2446,T0000002445,S004,1
2447,2447,T0000002446,S003,1
2448,2448,T0000002447,S004,1
2449,2449,T0000002448,S001,1
2450,2450,T0000002448,S001,1
2451,2451,T0000002449,S001,1
2452,2452,T0000002450,S004,1
2453,2453,T0000002451,S001,2
2454,2454,T0000002452,S005,1
2455,2455,T0000002453,S004,2
2456,2456,T0000002454,S003,2
2457,2457,T0000002455,S002,2
2458,2458,T0000002456,S002,1
2459,2459,T0000002457,S001,2
2460,2460,T0000002458,S005,1
2461,2461,T0000002459,S002,2
2462,2462,T0000002460,S001,1
2463,2463,T0000002461,S001,1
2464,2464,T0000002462,S004,1
2465,2465,T0000002463,S001,2
2466,2466,T0000002464,S004,1
2467,2467,T0000002465,S001,1
2468,2468,T0000002466,S001,3
2469,2469,T0000002467,S003,1
2470,2470,T0000002468,S001,2
2471,2471,T0000002469,S005,1
2472,2472,T0000002470,S002,1
2473,2473,T0000002471,S003,1
2474,2474,T0000002471,S004,1
2475,2475,T0000002472,S004,1
2476,2476,T0000002472,S001,2
2477,2477,T0000002473,S001,1
2478,2478,T0000002474,S002,3
2479,2479,T0000002475,S005,1
2480,2480,T0000002476,S005,1
2481,2481,T0000002477,S005,1
2482,2482,T0000002478,S005,1
2483,2483,T0000002479,S005,1
2484,2484,T0000002480,S003,1
2485,2485,T0000002481,S005,1
2486,2486,T0000002482,S004,1
2487,2487,T0000002483,S005,1
2488,2488,T0000002484,S002,1
2489,2489,T0000002485,S005,1
2490,2490,T0000002486,S002,1
2491,2491,T0000002487,S005,1
2492,2492,T0000002488,S001,1
2493,2493,T0000002489,S002,1
2494,2494,T0000002490,S001,1
2495,2495,T0000002491,S005,1
2496,2496,T0000002492,S005,1
2497,2497,T0000002492,S001,1
2498,2498,T0000002493,S001,1
2499,2499,T0000002494,S001,1
2500,2500,T0000002495,S005,1
2501,2501,T0000002495,S001,1
2502,2502,T0000002496,S001,1
2503,2503,T0000002497,S005,1
2504,2504,T0000002498,S003,1
2505,2505,T0000002499,S004,1
2506,2506,T0000002500,S004,1
2507,2507,T0000002501,S001,1
2508,2508,T0000002502,S002,1
2509,2509,T0000002503,S005,1
2510,2510,T0000002504,S001,2
2511,2511,T0000002505,S001,1
2512,2512,T0000002506,S005,1
2513,2513,T0000002507,S005,1
2514,2514,T0000002507,S004,1
2515,2515,T0000002508,S001,1
2516,2516,T0000002509,S002,1
2517,2517,T0000002510,S002,2
2518,2518,T0000002510,S001,2
2519,2519,T0000002511,S001,3
2520,2520,T0000002512,S002,1
2521,2521,T0000002513,S001,1
2522,2522,T0000002513,S005,1
2523,2523,T0000002514,S001,1
2524,2524,T0000002515,S003,1
2525,2525,T0000002516,S003,1
2526,2526,T0000002517,S002,2
2527,2527,T0000002518,S005,1
2528,2528,T0000002519,S002,1
2529,2529,T0000002520,S001,1
2530,2530,T0000002521,S001,1
2531,2531,T0000002522,S003,1
2532,2532,T0000002523,S002,1
2533,2533,T0000002524,S001,2
2534,2534,T0000002525,S001,1
2535,2535,T0000002526,S002,2
2536,2536,T0000002527,S003,1
2537,2537,T0000002528,S005,1
2538,2538,T0000002529,S001,1
2539,2539,T0000002530,S004,1
2540,2540,T0000002531,S001,2
2541,2541,T0000002532,S001,2
2542,2542,T0000002533,S002,1
2543,2543,T0000002534,S004,1
2544,2544,T0000002535,S004,2
2545,2545,T0000002536,S003,1
2546,2546,T0000002536,S002,1
2547,2547,T0000002537,S005,1
2548,2548,T0000002538,S001,1
2549,2549,T0000002539,S005,1
2550,2550,T0000002540,S001,1
2551,2551,T0000002541,S002,1
2552,2552,T0000002542,S005,1
2553,2553,T0000002543,S002,3
2554,2554,T0000002544,S005,1
2555,2555,T0000002545,S005,1
2556,2556,T0000002546,S004,1
2557,2557,T0000002547,S001,1
2558,2558,T0000002548,S003,1
2559,2559,T0000002549,S005,1
2560,2560,T0000002550,S001,1
2561,2561,T0000002551,S001,1
2562,2562,T0000002552,S005,1
2563,2563,T0000002553,S003,1
2564,2564,T0000002554,S002,1
2565,2565,T0000002555,S005,1
2566,2566,T0000002556,S005,1
2567,2567,T0000002557,S001,2
2568,2568,T0000002558,S001,1
2569,2569,T0000002559,S005,1
2570,2570,T0000002560,S002,1
2571,2571,T0000002561,S005,1
2572,2572,T0000002562,S003,1
2573,2573,T0000002563,S005,1
2574,2574,T0000002564,S004,1
2575,2575,T0000002565,S003,1
2576,2576,T0000002566,S005,1
2577,2577,T0000002567,S001,3
2578,2578,T0000002568,S001,1
2579,2579,T0000002569,S001,1
2580,2580,T0000002570,S003,1
2581,2581,T0000002571,S001,3
2582,2582,T0000002572,S001,1
2583,2583,T0000002573,S005,1
2584,2584,T0000002574,S004,2
2585,2585,T0000002575,S001,2
2586,2586,T0000002575,S004,1
2587,2587,T0000002576,S001,3
2588,2588,T0000002577,S001,1
2589,2589,T0000002578,S003,1
2590,2590,T0000002579,S001,4
2591,2591,T0000002580,S003,1
2592,2592,T0000002581,S001,1
2593,2593,T0000002582,S001,1
2594,2594,T0000002583,S005,1
2595,2595,T0000002584,S001,1
2596,2596,T0000002585,S005,1
2597,2597,T0000002586,S001,1
2598,2598,T0000002587,S003,1
2599,2599,T0000002588,S005,1
2600,2600,T0000002589,S002,1
2601,2601,T0000002590,S005,1
2602,2602,T0000002591,S002,2
2603,2603,T0000002592,S001,1
2604,2604,T0000002593,S005,1
2605,2605,T0000002594,S001,1
2606,2606,T0000002595,S002,1
2607,2607,T0000002596,S002,1
2608,2608,T0000002597,S001,2
2609,2609,T0000002598,S005,1
2610,2610,T0000002599,S003,1
2611,2611,T0000002600,S001,2
2612,2612,T0000002601,S002,1
2613,2613,T0000002602,S001,1
2614,2614,T0000002603,S001,1
2615,2615,T0000002604,S001,1
2616,2616,T0000002605,S003,1
2617,2617,T0000002606,S002,1
2618,2618,T0000002607,S001,1
2619,2619,T0000002608,S001,1
2620,2620,T0000002609,S005,1
2621,2621,T0000002610,S005,1
2622,2622,T0000002611,S005,1
2623,2623,T0000002612,S001,1
2624,2624,T0000002613,S001,1
2625,2625,T0000002614,S005,1
2626,2626,T0000002615,S001,1
2627,2627,T0000002616,S001,2
2628,2628,T0000002617,S004,1
2629,2629,T0000002618,S002,1
2630,2630,T0000002619,S005,1
2631,2631,T0000002620,S005,1
2632,2632,T0000002621,S003,1
2633,2633,T0000002622,S001,1
2634,2634,T0000002623,S002,1
2635,2635,T0000002624,S003,1
2636,2636,T0000002625,S005,1
2637,2637,T0000002626,S005,1
2638,2638,T0000002627,S002,1
2639,2639,T0000002628,S003,1
2640,2640,T0000002629,S001,4
2641,2641,T0000002630,S005,1
2642,2642,T0000002631,S003,1
2643,2643,T0000002632,S005,1
2644,2644,T0000002633,S001,1
2645,2645,T0000002634,S004,1
2646,2646,T0000002635,S002,2
2647,2647,T0000002636,S005,1
2648,2648,T0000002637,S005,1
2649,2649,T0000002638,S001,1
2650,2650,T0000002639,S005,1
2651,2651,T0000002640,S001,1
2652,2652,T0000002640,S001,2
2653,2653,T0000002641,S002,1
2654,2654,T0000002642,S005,2
2655,2655,T0000002643,S002,1
2656,2656,T0000002644,S002,1
2657,2657,T0000002645,S005,1
2658,2658,T0000002646,S003,1
2659,2659,T0000002647,S004,1
2660,2660,T0000002648,S001,1
2661,2661,T0000002649,S002,1
2662,2662,T0000002650,S003,1
2663,2663,T0000002651,S001,2
2664,2664,T0000002652,S003,2
2665,2665,T0000002653,S005,1
2666,2666,T0000002654,S005,1
2667,2667,T0000002655,S002,1
2668,2668,T0000002656,S003,1
2669,2669,T0000002657,S001,3
2670,2670,T0000002658,S005,1
2671,2671,T0000002659,S002,1
2672,2672,T0000002660,S002,2
2673,2673,T0000002661,S003,1
2674,2674,T0000002662,S001,1
2675,2675,T0000002663,S001,1
2676,2676,T0000002664,S001,2
2677,2677,T0000002664,S002,1
2678,2678,T0000002665,S003,1
2679,2679,T0000002666,S003,1
2680,2680,T0000002667,S002,1
2681,2681,T0000002668,S004,1
2682,2682,T0000002669,S002,1
2683,2683,T0000002670,S005,1
2684,2684,T0000002671,S005,1
2685,2685,T0000002672,S004,1
2686,2686,T0000002673,S003,1
2687,2687,T0000002674,S002,2
2688,2688,T0000002675,S003,1
2689,2689,T0000002676,S001,3
2690,2690,T0000002677,S001,1
2691,2691,T0000002678,S003,1
2692,2692,T0000002679,S004,1
2693,2693,T0000002680,S002,1
2694,2694,T0000002681,S005,1
2695,2695,T0000002682,S001,2
2696,2696,T0000002683,S005,1
2697,2697,T0000002684,S004,1
2698,2698,T0000002685,S001,1
2699,2699,T0000002686,S003,1
2700,2700,T0000002687,S005,1
